ax,ay,az,gx,gy,gz
-7751,1112,-6477,4,-13,4
-7753,1058,-6263,-5,-14,4
-7734,1061,-6188,-7,-15,4
-7692,1069,-6077,0,-16,3
-7669,1068,-5891,-2,-17,1
-7602,1117,-5775,-4,-18,0
-7589,992,-5490,-6,-20,-1
-7523,909,-5350,2,-26,-7
-7439,1063,-5396,3,-26,-7
-7347,989,-5228,2,-23,-6
-7296,931,-5114,-2,-17,-6
-7250,955,-5006,-2,-11,-4
-7219,875,-4856,-6,-7,-3
-7209,819,-4710,-3,-6,-1
-7347,868,-4609,-3,-6,0
-7201,753,-4501,-1,-9,1
-6919,721,-4550,0,-10,0
-7088,695,-4356,-10,-12,-1
-7034,702,-4288,-7,-16,-3
-6975,670,-4140,-2,-18,-2
-6908,596,-3967,3,-22,-2
-6795,635,-3993,2,-23,-3
-6724,591,-3699,-1,-24,-3
-6592,602,-3653,-3,-24,-3
-6471,570,-3531,-2,-23,-1
-6343,631,-3570,0,-16,0
-6303,616,-3448,-8,-7,2
-6263,577,-3461,-10,0,4
-6299,336,-3220,-2,4,2
-6327,441,-3184,2,2,0
-6333,482,-3222,1,0,-1
-6317,499,-3280,5,0,0
-6326,520,-3245,5,0,0
-6336,582,-3237,0,0,0
-6330,499,-3213,1,-1,0
-6328,553,-3322,0,0,0
-6336,529,-3249,0,0,0
-6343,550,-3286,0,0,0
-6337,538,-3274,0,1,1
-6341,521,-3273,0,1,0
-6353,540,-3276,0,0,0
-6351,541,-3294,0,0,0
-6354,548,-3288,0,0,0
-6339,547,-3294,0,0,0
-6361,565,-3280,-1,0,0
-6347,564,-3323,0,0,0
-6355,543,-3271,0,0,0
-6364,574,-3285,0,0,0
-6355,558,-3300,1,0,0
-6347,540,-3297,0,0,-1
-6343,577,-3243,0,0,-1
-6342,589,-3264,0,-1,0
-6342,545,-3288,0,0,0
-6341,542,-3299,1,0,0
-6340,570,-3259,0,0,-1
-6341,581,-3232,0,0,-1
-6325,555,-3247,0,-1,0
-6328,546,-3251,0,-1,0
-6326,564,-3271,0,0,0
-6318,530,-3252,0,0,0
-6324,557,-3290,0,0,0
-6331,550,-3219,0,0,0
-6321,525,-3247,0,0,0
-6315,565,-3233,0,0,0
-6315,573,-3229,0,0,0
-6313,558,-3285,0,0,0
-6309,558,-3218,1,0,0
-6319,557,-3238,0,0,0
-6316,602,-3225,0,-1,1
-6297,546,-3161,-1,-3,0
-6281,585,-3164,0,-3,0
-6259,545,-3103,2,-4,-1
-6258,551,-2995,4,-7,-2
-6202,651,-3043,13,-12,-3
-6125,681,-2864,4,-15,-3
-6040,728,-2762,-5,-20,0
-5902,681,-2716,-2,-23,3
-5789,629,-2685,-19,-22,3
-5674,309,-2579,-8,-17,2
-5620,303,-2280,8,-18,-2
-5695,479,-1993,6,-25,-5
-5133,542,-2267,4,-29,-10
-5131,498,-2009,-11,-26,-8
-4951,381,-1999,-3,-23,-7
-4841,365,-1769,1,-22,-5
-4741,446,-1682,5,-19,-2
-4654,375,-1604,6,-17,0
-4424,445,-1441,1,-17,4
-4354,508,-1447,0,-15,3
-4305,504,-1217,0,-14,3
-4172,538,-1074,3,-19,5
-4076,636,-1023,0,-25,6
-3847,562,-1164,-5,-27,9
-3469,536,-1109,-12,-24,11
-3392,619,-986,-2,-22,12
-3190,486,-896,2,-20,11
-3050,570,-766,2,-18,10
-2984,547,-619,0,-19,6
-3183,708,-656,5,-21,2
-2676,651,-535,8,-21,4
-2525,921,-589,3,-20,4
-2313,849,-452,-6,-19,5
-2087,514,-486,-27,-20,4
-1994,415,-358,-14,-18,0
-2168,556,-325,-20,-14,0
-1860,129,-215,-14,-18,6
-1785,215,-390,-1,-14,4
-1525,207,-205,0,-14,-1
-1443,261,-191,0,-12,-1
-1314,307,-101,-2,-16,2
-1232,104,-226,0,-16,1
-1138,220,-125,0,-13,0
-1016,167,-168,0,-12,-1
-879,339,-88,-2,-11,0
-822,142,-164,-1,-8,0
-733,197,-179,0,-4,0
-730,187,-100,0,0,-2
-742,176,-139,0,0,-1
-777,176,-136,1,4,-3
-816,243,-41,1,4,-3
-842,228,4,0,2,-1
-831,226,-39,0,0,0
-849,159,-133,0,1,-1
-863,224,-26,0,0,0
-869,196,-77,0,0,0
-851,216,-76,0,0,0
-870,209,-44,0,0,0
-852,201,-86,0,0,0
-852,209,-30,0,0,0
-850,194,-134,0,0,0
-849,204,-59,0,0,0
-864,192,-51,0,0,0
-852,214,-36,0,-1,0
-830,219,5,0,-1,0
-837,197,-43,0,-3,0
-789,188,-68,0,-3,0
-747,185,-138,0,-2,0
-751,195,-99,0,1,0
-765,181,-63,0,1,0
-794,184,-13,0,1,0
-807,188,-67,0,0,0
-794,197,-77,0,0,0
-815,187,-67,0,0,0
-802,198,-67,0,0,0
-794,182,-57,0,0,0
-804,192,-95,0,0,0
-809,181,-47,0,0,0
-798,179,-54,0,0,0
-793,196,-40,0,-1,0
-782,190,-116,0,0,0
-770,190,-65,0,0,0
-784,211,-42,0,0,0
-771,159,-84,0,0,0
-778,192,-35,0,-1,0
-769,171,-45,0,-1,0
-748,168,-88,0,-1,0
-734,188,-55,0,0,0
-719,158,-78,0,0,0
-731,176,-47,0,0,0
-730,179,-49,0,0,0
-703,192,-72,0,0,0
-704,190,-58,0,0,0
-707,184,-55,0,0,0
-692,180,-73,0,0,0
-699,182,-97,0,1,0
-712,209,-45,0,2,-1
-733,185,-77,0,2,0
-772,258,24,0,3,0
-788,202,-49,0,0,0
-807,202,-34,0,0,0
-769,199,-89,0,0,0
-751,210,-92,0,0,0
-758,196,-75,0,0,0
-783,217,-59,0,1,0
-789,206,-82,0,0,0
-776,222,-207,0,2,0
-818,215,-97,-1,5,0
-849,191,-128,0,6,0
-907,189,-174,0,10,0
-1029,206,-163,0,12,0
-1120,165,-270,0,16,0
-1288,189,-233,-1,21,-1
-1474,208,-238,0,24,0
-1695,127,-232,2,26,0
-1882,165,-222,0,25,0
-2085,213,-253,0,22,-1
-2251,116,-352,0,20,0
-2367,184,-412,-2,18,-1
-2506,122,-466,-5,18,-2
-2653,111,-587,-7,22,-3
-2807,37,-534,-5,20,-2
-2952,-31,-646,-2,20,-2
-3131,4,-807,-5,22,-2
-3311,-84,-707,-3,23,-1
-3485,-111,-719,-3,19,0
-3555,-125,-977,0,18,0
-3718,-78,-986,-3,18,-1
-3839,-130,-1154,0,21,0
-3968,-120,-1283,-2,23,-1
-4148,-125,-1370,-2,27,0
-4400,-134,-1307,0,27,0
-4569,-176,-1357,-3,22,-1
-4679,-228,-1535,-6,19,-3
-4793,-262,-1645,-6,16,-3
-4889,-252,-1711,-4,16,-1
-4985,-392,-1765,-1,11,-1
-5033,-304,-1890,-1,10,-1
-5128,-367,-1753,-1,6,-1
-5119,-323,-1908,-1,1,0
-5116,-351,-1922,0,0,0
-5089,-366,-1971,1,-1,1
-5080,-349,-1988,1,0,1
-5090,-317,-1947,1,0,1
-5068,-281,-2001,3,1,2
-5089,-251,-1986,5,1,3
-5103,-202,-1984,7,2,4
-5121,-152,-2024,6,3,4
-5170,-96,-1946,5,3,3
-5169,-79,-2030,3,3,1
-5208,-36,-2025,2,4,0
-5218,-23,-2126,1,3,0
-5251,14,-2056,1,5,0
-5275,50,-2107,1,3,1
-5303,47,-2110,1,4,2
-5339,29,-2119,2,3,1
-5347,47,-2222,3,4,0
-5385,79,-2181,2,4,0
-5409,131,-2234,1,5,0
-5409,126,-2293,0,5,0
-5467,126,-2266,1,6,0
-5526,127,-2243,1,4,0
-5539,146,-2286,0,2,0
-5532,158,-2300,0,0,0
-5514,157,-2336,0,0,0
-5526,124,-2370,0,0,0
-5520,156,-2394,0,2,0
-5520,166,-2418,0,4,0
-5595,171,-2326,2,3,1
-5599,192,-2419,3,3,1
-5633,170,-2407,2,3,0
-5630,205,-2466,0,3,0
-5637,249,-2530,-1,5,0
-5727,187,-2414,1,5,0
-5721,222,-2523,1,3,0
-5736,240,-2503,0,2,0
-5741,257,-2560,0,1,0
-5758,233,-2584,0,2,0
-5782,224,-2562,0,0,0
-5756,207,-2627,0,1,0
-5767,261,-2585,-1,1,0
-5773,272,-2616,0,1,0
-5794,263,-2602,0,1,0
-5806,261,-2687,2,2,1
-5824,262,-2654,2,3,1
-5747,327,-2898,-5,6,0
-5922,271,-2700,2,10,0
-5963,360,-2732,6,10,1
-6018,375,-2852,5,9,2
-6072,447,-2957,7,11,2
-6099,441,-3041,7,11,3
-6152,470,-3238,9,16,2
-6266,553,-3166,4,16,1
-6372,530,-3205,4,15,0
-6435,660,-3288,0,11,0
-6442,593,-3520,0,10,2
-6557,530,-3422,3,11,1
-6532,624,-3664,4,11,-1
-6626,676,-3742,0,13,-1
-6664,650,-3860,0,16,0
-6748,640,-3924,4,17,0
-6773,743,-4169,3,20,1
-6968,672,-4080,5,19,2
-6992,783,-4281,7,17,2
-7083,761,-4339,6,14,1
-7097,849,-4486,6,13,2
-7173,843,-4609,7,13,2
-7205,836,-4671,7,12,0
-7224,940,-4791,5,12,0
-7305,950,-4839,3,11,0
-7306,935,-4965,5,10,0
-7309,989,-5099,4,9,0
-7382,950,-5137,6,11,0
-7396,1009,-5234,2,10,-1
-7444,1030,-5282,0,11,0
-7475,999,-5402,1,10,0
-7523,970,-5454,0,11,1
-7548,999,-5546,2,10,0
-7556,1025,-5628,3,10,0
-7582,1044,-5747,5,11,0
-7608,1038,-5858,3,13,0
-7564,1069,-6053,4,12,0
-7676,989,-6015,3,11,-2
-7875,1020,-5941,6,9,-3
-7753,956,-6162,3,10,-6
-7700,1069,-6363,-10,11,-6
-7829,961,-6391,0,13,-2
-7770,1029,-6508,5,14,0
-7885,886,-6496,1,15,1
-7919,846,-6641,-4,14,-1
-7881,875,-6803,-3,13,0
-8150,646,-6751,-8,14,-1
-7886,963,-7087,4,13,-1
-7876,871,-7252,-14,16,0
-8039,908,-7231,-17,16,3
-8049,570,-7193,79,18,5
-8049,651,-7244,-13,9,2
-8011,744,-7443,2,4,-1
-8002,805,-7507,4,5,-1
-8049,318,-7274,38,1,-1
-8000,884,-7579,41,0,0
-8023,897,-7646,11,0,0
-7977,914,-7680,1,2,0
-8012,866,-7657,1,2,0
-7995,890,-7729,0,3,0
-8001,882,-7699,0,3,0
-8020,890,-7706,0,2,0
-8023,872,-7692,0,1,0
-8005,881,-7738,0,0,0
-8000,894,-7765,0,0,0
-7984,953,-7788,-1,0,0
-8003,891,-7792,0,1,1
-8015,900,-7754,0,1,1
-8014,903,-7755,0,0,0
-8004,916,-7760,0,0,0
-8010,942,-7789,0,-1,0
-8006,921,-7769,0,0,0
-8002,909,-7789,0,0,0
-7992,929,-7787,0,0,0
-8017,936,-7756,0,0,0
-8010,932,-7764,0,0,0
-8006,941,-7787,0,0,0
-8015,908,-7791,0,0,0
-8017,934,-7791,0,0,0
-8005,927,-7763,0,0,0
-8009,925,-7763,0,0,0
-7997,922,-7780,0,0,0
-8002,935,-7793,0,0,0
-8010,924,-7784,0,0,0
-8005,940,-7788,0,0,0
-8003,927,-7790,0,0,0
-7987,987,-7790,0,0,0
-7997,955,-7761,0,0,0
-8013,935,-7776,0,0,0
-8010,945,-7770,0,0,0
-7999,944,-7793,0,0,0
-8000,931,-7784,0,0,0
-8002,964,-7735,0,0,0
-7989,967,-7752,0,0,0
-8005,944,-7742,0,-1,0
-8006,947,-7781,0,0,0
-8010,951,-7761,0,0,0
-7999,960,-7717,0,0,0
-8001,969,-7721,0,0,0
-8006,943,-7716,0,0,0
-7996,963,-7727,0,-1,0
-7996,953,-7717,0,0,0
-7998,961,-7716,0,0,0
-7991,977,-7713,-1,0,0
-7989,963,-7703,-1,0,0
-7999,943,-7699,0,0,0
-7999,980,-7628,0,-1,0
-7986,1025,-7621,-2,-3,1
-7980,1049,-7648,-3,-4,2
-7982,995,-7582,-3,-4,2
-7998,939,-7489,-3,-5,2
-7975,1036,-7501,-4,-5,0
-7985,1047,-7393,-4,-7,1
-7963,1073,-7336,-5,-8,3
-7963,1047,-7233,-7,-11,2
-7975,989,-7142,-6,-13,0
-7942,994,-7052,-7,-14,-1
-7922,998,-6917,0,-15,-3
-7828,1178,-6839,-4,-16,-1
-7863,986,-6623,-3,-17,0
-7842,1007,-6505,-3,-20,0
-7865,1075,-6296,-4,-22,0
-7666,981,-6188,14,-25,2
-7691,1056,-5958,-4,-26,1
-7622,973,-5776,-8,-26,0
-7548,983,-5650,-8,-25,0
-7558,951,-5465,-5,-22,-1
-7418,939,-5341,-4,-18,-1
-7371,881,-5116,-1,-16,-1
-7309,924,-5093,-2,-14,-3
-7284,893,-4907,-3,-12,-1
-7226,891,-4843,-1,-11,0
-7201,916,-4740,-5,-10,1
-7170,818,-4647,-9,-9,2
-7145,742,-4435,-9,-12,1
-7072,738,-4400,-6,-15,0
-6997,861,-4329,0,-17,0
-6913,915,-4270,-1,-16,2
-6895,780,-4155,5,-14,4
-6807,861,-4094,3,-11,4
-6773,839,-3974,4,-9,2
-6730,882,-3929,2,-7,0
-6696,802,-3852,-2,-8,-2
-6635,966,-3878,0,-6,-3
-6646,932,-3822,0,-4,-1
-6613,901,-3811,0,-1,1
-6630,874,-3720,0,0,1
-6621,796,-3705,0,0,-1
-7130,738,-3481,0,-3,-5
-6547,800,-3724,2,-7,-6
-6344,833,-3946,0,-3,-3
-6584,860,-3616,4,0,0
-6571,756,-3616,0,0,1
-6620,712,-3363,4,-3,-2
-6549,667,-3553,5,-10,-10
-6493,867,-3606,5,-8,-7
-6691,851,-3577,3,-7,-2
-6609,825,-3542,2,-5,3
-6028,687,-3635,0,0,2
-6442,584,-3261,-7,-2,-1
-6404,734,-3296,-5,-6,-4
-6278,681,-3418,-1,-6,-5
-6347,741,-3426,0,-3,-2
-6338,775,-3393,0,0,0
-6360,620,-3278,0,1,2
-6357,591,-3301,0,0,1
-6367,561,-3242,1,-1,-2
-6350,729,-3309,0,-1,-2
-6340,682,-3316,0,0,0
-6328,674,-3320,0,0,0
-6345,648,-3301,0,1,1
-6349,631,-3279,0,0,0
-6353,638,-3288,0,0,0
-6349,704,-3333,0,0,0
-6348,624,-3285,0,0,0
-6352,658,-3336,0,0,0
-6344,671,-3306,0,1,0
-6361,655,-3276,0,0,0
-6358,676,-3301,0,0,0
-6363,633,-3298,0,0,0
-6343,660,-3290,0,0,0
-6352,652,-3288,0,0,0
-6339,662,-3324,0,0,0
-6354,611,-3258,0,0,0
-6347,659,-3308,0,0,0
-6335,656,-3311,0,0,0
-6346,666,-3317,0,0,0
-6354,648,-3280,0,0,0
-6343,644,-3315,0,0,0
-6351,652,-3250,0,0,0
-6352,681,-3286,0,0,0
-6355,651,-3318,0,0,0
-6350,668,-3339,0,0,0
-6345,670,-3324,0,0,0
-6360,708,-3300,0,0,0
-6361,668,-3287,0,0,0
-6360,670,-3285,0,0,0
-6349,678,-3311,0,0,0
-6352,708,-3338,0,0,0
-6354,669,-3288,0,0,1
-6361,694,-3292,0,0,0
-6351,666,-3302,0,0,0
-6341,707,-3332,0,0,0
-6345,738,-3295,0,0,0
-6359,703,-3283,0,0,1
-6334,679,-3274,0,-1,0
-6340,701,-3292,0,-1,0
-6318,750,-3282,0,-1,0
-6311,686,-3237,4,-2,0
-6294,768,-3253,7,-3,-1
-6284,774,-3180,3,-3,-2
-6239,752,-3171,4,-5,-1
-6262,814,-2788,-4,-16,0
-6111,804,-3001,-4,-21,-1
-5769,649,-3115,-4,-19,-2
-5966,616,-2761,-1,-18,-1
-5850,553,-2597,1,-18,-5
-5942,647,-2353,7,-25,-6
-5460,608,-2453,15,-30,-6
-5385,780,-2212,5,-28,-6
-5241,792,-2148,-4,-29,-4
-5023,699,-2145,-8,-25,-2
-5120,781,-1841,-9,-20,2
-4845,488,-1737,-5,-19,5
-4652,512,-1523,3,-23,5
-4455,611,-1462,2,-26,4
-3987,488,-1294,7,-31,3
-4026,691,-1308,2,-31,0
-3942,787,-1157,0,-29,1
-3730,829,-1036,0,-27,4
-3524,838,-1032,-3,-24,8
-3193,803,-979,-5,-19,10
-3134,605,-981,-10,-13,6
-3115,530,-843,-10,-6,2
-3104,477,-550,-16,-8,0
-3030,434,-487,0,-14,-1
-2929,495,-506,6,-22,-1
-2811,699,-639,11,-21,1
-2569,755,-655,11,-17,4
-2267,548,-635,3,-13,4
-2263,733,-509,6,-8,-1
-2278,910,-384,-2,-8,0
-2205,732,-476,-8,-8,0
-2159,731,-414,-7,-6,0
-2118,582,-438,-2,-4,0
-2094,704,-387,5,-2,0
-2059,677,-452,0,0,0
-2094,649,-406,-1,2,0
-2127,634,-360,-4,3,-1
-2146,504,-340,-10,1,-2
-2157,489,-321,-8,0,-8
-2141,453,-266,-5,-5,-4
-2085,489,-395,2,-5,-2
-2038,482,-446,2,-2,-1
-2049,435,-362,-1,0,0
-2071,455,-325,-1,0,0
-2054,370,-310,-1,0,1
-2070,412,-356,2,0,0
-2057,424,-341,0,0,0
-2060,463,-331,0,0,0
-2059,406,-414,0,2,0
-2095,454,-308,-1,2,0
-2109,407,-325,1,1,0
-2127,443,-337,1,1,0
-2131,461,-301,0,0,0
-2120,456,-352,0,-1,0
-2101,446,-372,0,-1,0
-2104,466,-406,0,1,0
-2115,453,-342,0,1,0
-2132,467,-379,2,1,0
-2144,489,-295,0,0,1
-2135,425,-376,0,-1,0
-2110,461,-408,0,-1,0
-2123,521,-378,1,0,-1
-2124,525,-364,-1,0,0
-2135,475,-371,0,1,0
-2144,511,-342,0,0,0
-2153,521,-330,0,0,0
-2133,475,-397,0,0,0
-2132,482,-325,0,0,0
-2136,496,-317,0,-1,0
-2115,455,-385,1,-1,0
-2096,518,-342,0,-1,0
-2093,514,-395,2,0,0
-2100,529,-325,0,0,0
-2105,514,-316,0,-1,0
-2088,547,-325,1,-1,0
-2063,517,-377,0,-1,0
-2064,573,-330,0,-1,0
-2056,576,-304,0,-1,0
-2032,523,-303,0,-2,0
-2017,543,-306,0,-3,0
-1990,553,-313,0,-2,-1
-1953,564,-319,0,-3,0
-1943,583,-289,0,-3,0
-1914,589,-242,0,-4,1
-1858,560,-232,0,-6,1
-1803,569,-170,-2,-10,0
-1825,609,-142,0,-13,0
-1684,577,-193,-3,-14,0
-1457,540,-127,-2,-16,2
-1268,454,-264,0,-15,0
-1209,572,-205,0,-12,-2
-1121,532,-182,-1,-13,0
-1049,497,-215,2,-10,0
-1021,592,-129,0,-11,1
-891,499,-237,-2,-10,0
-818,567,-165,-2,-9,-1
-767,502,-140,-2,-7,0
-663,437,-94,-1,-3,0
-698,478,-138,-1,0,0
-722,483,-34,-3,0,1
-485,304,73,-5,-3,3
-617,368,-111,0,-2,0
-625,418,-96,0,0,0
-649,380,15,-1,0,0
-640,444,-12,-3,-2,0
-588,282,-4,-1,-4,1
-549,345,-59,-1,-5,3
-508,287,-76,0,-3,2
-490,339,-47,0,-2,1
-504,409,-5,-3,-3,2
-456,261,-49,-1,-2,0
-441,262,-30,-1,-2,0
-430,256,27,-1,-3,0
-364,242,-86,-1,-4,0
-365,252,-15,-1,-3,0
-324,228,-85,0,-1,0
-326,239,-40,0,0,0
-327,235,-24,0,0,0
-338,243,16,0,0,0
-335,234,-9,0,0,0
-319,213,-37,-1,0,0
-319,225,-14,0,0,0
-315,211,-32,0,0,0
-303,215,-41,0,0,0
-309,215,-18,0,0,0
-301,213,-30,0,0,0
-318,222,-28,0,0,0
-318,221,-7,0,0,0
-312,214,-18,0,0,0
-315,217,-9,0,0,0
-309,217,-7,0,0,0
-302,208,-48,0,0,0
-321,214,19,0,0,0
-308,215,-26,0,0,0
-303,222,-30,0,0,0
-290,215,-37,0,0,0
-318,217,9,0,0,0
-319,211,-22,0,0,0
-304,213,-22,0,0,0
-297,223,-17,0,0,0
-288,217,-36,0,0,0
-291,232,1,0,0,0
-294,212,-3,0,0,0
-282,216,5,0,0,0
-289,225,-12,0,-1,0
-262,219,-23,0,0,0
-268,223,-28,0,0,0
-264,230,-8,0,0,0
-262,219,-35,0,0,0
-276,223,-28,0,1,0
-297,212,28,0,0,0
-284,213,-10,0,0,0
-265,210,-14,0,-1,0
-244,226,-9,0,-2,0
-224,212,-57,0,-1,0
-225,224,-54,0,0,0
-238,215,3,0,0,0
-238,211,1,0,0,0
-242,217,-25,0,0,0
-259,216,-24,0,1,0
-279,217,14,0,1,0
-279,215,-8,0,0,0
-289,213,17,0,0,0
-277,212,-27,0,0,0
-286,215,4,0,0,0
-291,210,-37,0,0,0
-280,219,-31,0,0,0
-291,210,-3,0,0,0
-279,218,-13,0,0,0
-274,211,-6,0,0,0
-293,203,-16,0,0,0
-296,215,-39,0,0,0
-285,213,-19,0,0,0
-273,200,-47,0,0,0
-288,209,23,0,0,0
-288,219,-7,0,0,0
-273,206,-51,0,0,0
-265,216,-90,-2,2,0
-294,288,-81,-3,5,0
-392,190,53,-1,5,0
-440,274,159,3,0,1
-348,207,-93,6,-1,1
-354,556,-253,6,4,1
-437,379,-141,2,12,0
-608,325,112,0,8,5
-590,209,-127,1,7,3
-674,260,-57,1,8,0
-742,350,-3,2,8,-2
-806,516,176,-1,2,2
-758,243,-43,-10,0,0
-792,9,-224,1,1,1
-731,451,47,1,7,-2
-996,239,59,0,13,5
-972,118,-163,0,9,19
-1015,312,-215,-1,3,21
-992,541,57,1,-2,13
-1028,591,211,-1,3,4
-1214,222,136,-2,14,7
-1280,464,-337,-3,0,8
-1189,293,-253,-5,-17,8
-1016,227,-59,-5,-12,8
-969,200,-4,-4,-5,10
-915,249,-177,-9,-2,11
-899,156,-171,-14,2,14
-840,30,-262,-14,-6,14
-789,-57,-181,-10,-16,12
-563,-18,-120,-9,-18,13
-380,-172,-23,-9,-17,14
-219,-367,3,0,-10,13
-158,-230,-20,-1,-3,12
-240,-276,-149,-3,-3,10
-132,-500,242,0,-8,7
-147,-138,129,-1,-1,8
-195,-279,41,-4,-5,9
-191,-106,-53,1,-6,10
-250,12,53,-1,-5,19
-163,32,49,-4,-9,30
-167,-284,-20,-5,-10,35
51,-543,-70,-1,-9,33
83,-550,-120,1,-5,29
233,-503,-50,6,-2,24
331,-322,58,4,0,20
236,-296,-19,3,-1,17
182,-274,49,2,0,15
173,-304,-3,5,-2,13
238,-128,28,2,-2,12
201,-40,-84,0,0,14
168,-110,-52,0,3,16
152,-73,-16,-1,4,18
93,25,-15,0,5,22
3,-53,75,0,4,26
-160,83,25,1,2,32
-61,-41,-3,0,2,38
