time,w,x,y,z
12:10:13.116 -> quat,0.8,0.11,0.08,0.59
12:10:13.249 -> quat,0.8,0.11,0.08,0.59
12:10:13.383 -> quat,0.8,0.11,0.08,0.59
12:10:13.516 -> quat,0.8,0.11,0.09,0.59
12:10:13.649 -> quat,0.8,0.11,0.09,0.59
12:10:13.782 -> quat,0.8,0.11,0.09,0.59
12:10:13.882 -> quat,0.8,0.11,0.09,0.59
12:10:14.015 -> quat,0.8,0.11,0.09,0.59
12:10:14.148 -> quat,0.8,0.11,0.09,0.59
12:10:14.281 -> quat,0.8,0.11,0.09,0.59
12:10:14.414 -> quat,0.8,0.11,0.09,0.59
12:10:14.547 -> quat,0.8,0.11,0.1,0.59
12:10:14.680 -> quat,0.8,0.12,0.1,0.59
12:10:14.813 -> quat,0.8,0.12,0.1,0.59
12:10:14.946 -> quat,0.8,0.12,0.1,0.59
12:10:15.079 -> quat,0.8,0.12,0.1,0.59
12:10:15.179 -> quat,0.8,0.12,0.1,0.58
12:10:15.312 -> quat,0.82,0.13,0.08,0.56
12:10:15.445 -> quat,0.83,0.14,0.06,0.53
12:10:15.578 -> quat,0.84,0.16,0.04,0.52
12:10:15.711 -> quat,0.85,0.2,0.04,0.49
12:10:15.844 -> quat,0.86,0.19,0.03,0.48
12:10:15.977 -> quat,0.86,0.2,0.04,0.47
12:10:16.111 -> quat,0.87,0.19,0.05,0.46
12:10:16.244 -> quat,0.87,0.16,0.05,0.47
12:10:16.377 -> quat,0.86,0.15,0.06,0.48
12:10:16.477 -> quat,0.85,0.13,0.06,0.5
12:10:16.610 -> quat,0.83,0.12,0.06,0.54
12:10:16.743 -> quat,0.8,0.1,0.06,0.59
12:10:16.876 -> quat,0.77,0.08,0.05,0.63
12:10:17.009 -> quat,0.74,0.08,0.05,0.67
12:10:17.142 -> quat,0.71,0.13,0.07,0.69
12:10:17.275 -> quat,0.7,0.14,0.08,0.69
12:10:17.408 -> quat,0.71,0.15,0.12,0.68
12:10:17.541 -> quat,0.72,0.15,0.14,0.67
12:10:17.674 -> quat,0.73,0.14,0.14,0.65
12:10:17.774 -> quat,0.75,0.12,0.14,0.63
12:10:17.907 -> quat,0.77,0.09,0.14,0.61
12:10:18.040 -> quat,0.8,0.08,0.13,0.58
12:10:18.173 -> quat,0.82,0.07,0.13,0.56
12:10:18.306 -> quat,0.84,0.06,0.14,0.53
12:10:18.439 -> quat,0.88,0.03,0.15,0.46
12:10:18.572 -> quat,0.92,-0.02,0.18,0.35
12:10:18.706 -> quat,0.94,-0.02,0.18,0.27
12:10:18.839 -> quat,0.95,-0.03,0.2,0.23
12:10:18.972 -> quat,0.96,-0.07,0.21,0.18
12:10:19.072 -> quat,0.98,-0.08,0.16,0.11
12:10:19.205 -> quat,0.98,-0.07,0.16,0.04
12:10:19.338 -> quat,0.99,-0.03,0.13,-0.01
12:10:19.472 -> quat,0.99,-0.04,0.14,-0.04
12:10:19.605 -> quat,0.98,-0.06,0.15,-0.09
12:10:19.738 -> quat,0.98,-0.06,0.14,-0.14
12:10:19.871 -> quat,0.97,-0.06,0.13,-0.18
12:10:20.004 -> quat,0.97,-0.06,0.13,-0.21
12:10:20.137 -> quat,0.97,-0.06,0.14,-0.21
12:10:20.237 -> quat,0.96,-0.07,0.14,-0.22
12:10:20.370 -> quat,0.96,-0.08,0.14,-0.22
12:10:20.503 -> quat,0.96,-0.08,0.14,-0.22
12:10:20.636 -> quat,0.96,-0.08,0.13,-0.23
12:10:20.769 -> quat,0.96,-0.08,0.13,-0.24
12:10:20.902 -> quat,0.96,-0.08,0.13,-0.24
12:10:21.036 -> quat,0.96,-0.08,0.12,-0.24
12:10:21.169 -> quat,0.96,-0.08,0.12,-0.24
12:10:21.302 -> quat,0.96,-0.08,0.12,-0.25
12:10:21.435 -> quat,0.96,-0.08,0.12,-0.25
12:10:21.534 -> quat,0.96,-0.08,0.11,-0.25
12:10:21.667 -> quat,0.96,-0.09,0.11,-0.25
12:10:21.800 -> quat,0.96,-0.09,0.11,-0.25
12:10:21.933 -> quat,0.96,-0.09,0.11,-0.25
12:10:22.066 -> quat,0.96,-0.09,0.11,-0.25
12:10:22.200 -> quat,0.96,-0.09,0.11,-0.25
12:10:22.333 -> quat,0.96,-0.09,0.11,-0.25
12:10:22.465 -> quat,0.96,-0.08,0.12,-0.25
12:10:22.598 -> quat,0.95,-0.07,0.14,-0.26
12:10:22.731 -> quat,0.95,-0.07,0.14,-0.25
12:10:22.830 -> quat,0.95,-0.06,0.16,-0.24
12:10:22.963 -> quat,0.96,-0.06,0.16,-0.24
12:10:23.096 -> quat,0.96,-0.07,0.17,-0.21
12:10:23.229 -> quat,0.96,-0.07,0.21,-0.19
12:10:23.362 -> quat,0.95,-0.07,0.27,-0.17
12:10:23.495 -> quat,0.93,-0.04,0.33,-0.14
12:10:23.628 -> quat,0.91,-0.02,0.39,-0.12
12:10:23.761 -> quat,0.9,-0.01,0.42,-0.08
12:10:23.895 -> quat,0.89,0,0.45,-0.04
12:10:24.028 -> quat,0.88,-0.01,0.48,0.02
12:10:24.128 -> quat,0.86,-0.02,0.5,0.07
12:10:24.260 -> quat,0.83,-0.05,0.54,0.12
12:10:24.393 -> quat,0.79,-0.06,0.59,0.17
12:10:24.527 -> quat,0.75,-0.07,0.64,0.18
12:10:24.660 -> quat,0.72,-0.09,0.66,0.19
12:10:24.793 -> quat,0.69,-0.11,0.68,0.21
12:10:24.926 -> quat,0.67,-0.14,0.7,0.21
12:10:25.059 -> quat,0.63,-0.17,0.73,0.2
12:10:25.192 -> quat,0.59,-0.19,0.76,0.19
12:10:25.325 -> quat,0.55,-0.19,0.79,0.18
12:10:25.425 -> quat,0.51,-0.19,0.82,0.15
12:10:25.558 -> quat,0.47,-0.19,0.85,0.13
12:10:25.691 -> quat,0.44,-0.19,0.87,0.09
12:10:25.824 -> quat,0.41,-0.18,0.89,0.07
12:10:25.957 -> quat,0.39,-0.19,0.9,0.07
12:10:26.090 -> quat,0.37,-0.19,0.91,0.07
12:10:26.223 -> quat,0.36,-0.2,0.91,0.07
12:10:26.357 -> quat,0.35,-0.21,0.91,0.06
12:10:26.490 -> quat,0.34,-0.21,0.91,0.07
12:10:26.623 -> quat,0.34,-0.22,0.91,0.08
12:10:26.723 -> quat,0.35,-0.23,0.91,0.08
12:10:26.856 -> quat,0.35,-0.23,0.9,0.09
12:10:26.989 -> quat,0.36,-0.23,0.9,0.09
12:10:27.122 -> quat,0.36,-0.24,0.9,0.09
12:10:27.255 -> quat,0.37,-0.25,0.89,0.09
12:10:27.388 -> quat,0.38,-0.25,0.89,0.08
12:10:27.521 -> quat,0.39,-0.25,0.88,0.07
12:10:27.654 -> quat,0.42,-0.23,0.87,0.07
12:10:27.787 -> quat,0.45,-0.22,0.86,0.06
12:10:27.920 -> quat,0.47,-0.22,0.85,0.07
12:10:28.020 -> quat,0.53,-0.2,0.82,0.06
12:10:28.153 -> quat,0.56,-0.21,0.8,0.06
12:10:28.286 -> quat,0.58,-0.2,0.79,0.06
12:10:28.419 -> quat,0.65,-0.2,0.73,0.07
12:10:28.553 -> quat,0.71,-0.21,0.67,0.08
12:10:28.686 -> quat,0.72,-0.21,0.66,0.09
12:10:28.819 -> quat,0.74,-0.2,0.63,0.1
12:10:28.952 -> quat,0.77,-0.19,0.59,0.12
12:10:29.085 -> quat,0.8,-0.19,0.56,0.12
12:10:29.218 -> quat,0.82,-0.18,0.53,0.12
12:10:29.351 -> quat,0.83,-0.19,0.52,0.12
12:10:29.451 -> quat,0.84,-0.17,0.5,0.12
12:10:29.584 -> quat,0.86,-0.13,0.47,0.13
12:10:29.717 -> quat,0.88,-0.13,0.44,0.15
12:10:29.851 -> quat,0.9,-0.15,0.38,0.16
12:10:29.983 -> quat,0.91,-0.14,0.35,0.16
12:10:30.116 -> quat,0.91,-0.15,0.35,0.15
12:10:30.250 -> quat,0.91,-0.14,0.35,0.14
12:10:30.383 -> quat,0.92,-0.14,0.35,0.12
12:10:30.516 -> quat,0.92,-0.15,0.33,0.13
12:10:30.649 -> quat,0.91,-0.16,0.34,0.14
12:10:30.782 -> quat,0.91,-0.16,0.35,0.14
12:10:30.882 -> quat,0.91,-0.16,0.35,0.14
12:10:31.015 -> quat,0.91,-0.16,0.35,0.14
12:10:31.148 -> quat,0.92,-0.16,0.34,0.14
12:10:31.281 -> quat,0.92,-0.16,0.34,0.13
12:10:31.414 -> quat,0.92,-0.16,0.33,0.13
12:10:31.547 -> quat,0.92,-0.16,0.33,0.13
12:10:31.680 -> quat,0.92,-0.17,0.33,0.13
12:10:31.814 -> quat,0.92,-0.17,0.33,0.13
12:10:31.947 -> quat,0.92,-0.17,0.32,0.12
12:10:32.046 -> quat,0.92,-0.17,0.32,0.12
12:10:32.179 -> quat,0.92,-0.18,0.33,0.12
12:10:32.312 -> quat,0.92,-0.18,0.33,0.12
12:10:32.446 -> quat,0.92,-0.19,0.32,0.12
12:10:32.579 -> quat,0.92,-0.19,0.32,0.12
12:10:32.712 -> quat,0.92,-0.2,0.32,0.12
12:10:32.845 -> quat,0.92,-0.2,0.33,0.12
12:10:32.978 -> quat,0.92,-0.2,0.33,0.12
12:10:33.111 -> quat,0.91,-0.2,0.34,0.12
12:10:33.244 -> quat,0.91,-0.19,0.34,0.12
12:10:33.377 -> quat,0.91,-0.19,0.36,0.12
12:10:33.510 -> quat,0.88,-0.19,0.42,0.11
12:10:33.610 -> quat,0.87,-0.19,0.45,0.11
12:10:33.743 -> quat,0.84,-0.2,0.49,0.11
12:10:33.875 -> quat,0.82,-0.2,0.53,0.1
12:10:34.008 -> quat,0.79,-0.2,0.57,0.08
12:10:34.174 -> quat,0.76,-0.2,0.61,0.04
12:10:34.274 -> quat,0.71,-0.23,0.66,0.02
12:10:34.407 -> quat,0.67,-0.23,0.71,0.02
12:10:34.540 -> quat,0.63,-0.23,0.74,0.02
12:10:34.673 -> quat,0.6,-0.24,0.76,0.02
12:10:34.806 -> quat,0.58,-0.23,0.78,0.02
12:10:34.939 -> quat,0.55,-0.23,0.8,0.02
12:10:35.072 -> quat,0.53,-0.23,0.82,0.02
12:10:35.205 -> quat,0.5,-0.22,0.84,0.01
12:10:35.338 -> quat,0.48,-0.22,0.85,0
12:10:35.471 -> quat,0.46,-0.21,0.86,0.02
12:10:35.604 -> quat,0.45,-0.21,0.87,0.04
12:10:35.704 -> quat,0.45,-0.2,0.87,0.02
12:10:35.837 -> quat,0.44,-0.2,0.88,0.04
12:10:35.970 -> quat,0.42,-0.19,0.88,0.07
12:10:36.103 -> quat,0.4,-0.18,0.89,0.08
12:10:36.236 -> quat,0.4,-0.17,0.9,0.06
12:10:36.369 -> quat,0.4,-0.19,0.9,0.07
12:10:36.502 -> quat,0.41,-0.19,0.89,0.07
12:10:36.635 -> quat,0.41,-0.2,0.89,0.08
12:10:36.768 -> quat,0.41,-0.2,0.89,0.08
12:10:36.901 -> quat,0.4,-0.22,0.89,0.08
12:10:37.034 -> quat,0.4,-0.22,0.88,0.07
12:10:37.168 -> quat,0.41,-0.22,0.88,0.07
12:10:37.267 -> quat,0.41,-0.22,0.88,0.07
12:10:37.400 -> quat,0.42,-0.22,0.88,0.07
12:10:37.533 -> quat,0.42,-0.23,0.88,0.07
12:10:37.666 -> quat,0.42,-0.22,0.88,0.07
12:10:37.799 -> quat,0.43,-0.21,0.87,0.08
12:10:37.932 -> quat,0.44,-0.21,0.87,0.08
12:10:38.065 -> quat,0.45,-0.21,0.87,0.08
12:10:38.199 -> quat,0.47,-0.19,0.86,0.08
12:10:38.332 -> quat,0.49,-0.18,0.85,0.09
12:10:38.465 -> quat,0.52,-0.17,0.83,0.09
12:10:38.598 -> quat,0.56,-0.16,0.81,0.1
12:10:38.731 -> quat,0.59,-0.18,0.78,0.1
12:10:38.831 -> quat,0.63,-0.17,0.75,0.11
12:10:38.964 -> quat,0.66,-0.17,0.72,0.13
12:10:39.097 -> quat,0.71,-0.18,0.67,0.14
12:10:39.230 -> quat,0.74,-0.19,0.63,0.16
12:10:39.364 -> quat,0.77,-0.18,0.59,0.15
12:10:39.497 -> quat,0.79,-0.17,0.57,0.14
12:10:39.630 -> quat,0.82,-0.18,0.52,0.14
12:10:39.763 -> quat,0.84,-0.19,0.48,0.14
12:10:39.896 -> quat,0.87,-0.17,0.45,0.15
12:10:40.028 -> quat,0.88,-0.14,0.43,0.15
12:10:40.161 -> quat,0.88,-0.13,0.42,0.15
12:10:40.295 -> quat,0.89,-0.11,0.41,0.16
12:10:40.428 -> quat,0.88,-0.09,0.43,0.16
12:10:40.560 -> quat,0.88,-0.08,0.43,0.18
12:10:40.693 -> quat,0.89,-0.07,0.42,0.17
12:10:40.827 -> quat,0.91,-0.04,0.37,0.18
12:10:40.926 -> quat,0.91,-0.04,0.37,0.19
12:10:41.059 -> quat,0.9,-0.05,0.38,0.2
12:10:41.193 -> quat,0.9,-0.06,0.38,0.19
12:10:41.325 -> quat,0.9,-0.07,0.39,0.17
12:10:41.458 -> quat,0.9,-0.09,0.39,0.16
12:10:41.591 -> quat,0.9,-0.08,0.39,0.15
12:10:41.724 -> quat,0.9,-0.08,0.4,0.16
12:10:41.857 -> quat,0.9,-0.09,0.4,0.15
12:10:41.990 -> quat,0.9,-0.09,0.4,0.15
12:10:42.123 -> quat,0.9,-0.08,0.4,0.15
12:10:42.256 -> quat,0.9,-0.08,0.4,0.16
12:10:42.389 -> quat,0.9,-0.09,0.41,0.16
12:10:42.489 -> quat,0.9,-0.09,0.4,0.15
12:10:42.622 -> quat,0.9,-0.08,0.4,0.16
12:10:42.755 -> quat,0.9,-0.08,0.4,0.15
12:10:42.888 -> quat,0.9,-0.08,0.4,0.16
12:10:43.021 -> quat,0.9,-0.08,0.4,0.16
12:10:43.154 -> quat,0.9,-0.08,0.4,0.16
12:10:43.287 -> quat,0.9,-0.07,0.4,0.16
12:10:43.420 -> quat,0.9,-0.07,0.4,0.16
12:10:43.553 -> quat,0.9,-0.08,0.4,0.16
12:10:43.686 -> quat,0.9,-0.08,0.4,0.16
12:10:43.785 -> quat,0.9,-0.08,0.4,0.16
12:10:43.918 -> quat,0.9,-0.07,0.4,0.16
12:10:44.051 -> quat,0.9,-0.07,0.39,0.17
12:10:44.185 -> quat,0.9,-0.07,0.39,0.17
12:10:44.317 -> quat,0.89,-0.09,0.41,0.18
12:10:44.450 -> quat,0.9,-0.07,0.39,0.2
12:10:44.583 -> quat,0.89,-0.07,0.4,0.21
12:10:44.716 -> quat,0.88,-0.08,0.42,0.22
12:10:44.849 -> quat,0.85,-0.09,0.46,0.24
12:10:44.982 -> quat,0.81,-0.12,0.53,0.22
12:10:45.082 -> quat,0.77,-0.15,0.59,0.19
12:10:45.215 -> quat,0.74,-0.18,0.62,0.18
12:10:45.348 -> quat,0.71,-0.22,0.65,0.18
12:10:45.481 -> quat,0.67,-0.22,0.69,0.16
12:10:45.615 -> quat,0.62,-0.21,0.74,0.12
12:10:45.748 -> quat,0.55,-0.22,0.79,0.13
12:10:45.881 -> quat,0.49,-0.23,0.83,0.12
12:10:46.014 -> quat,0.46,-0.23,0.85,0.08
12:10:46.147 -> quat,0.41,-0.24,0.88,0.04
12:10:46.280 -> quat,0.36,-0.25,0.9,0.05
12:10:46.380 -> quat,0.32,-0.24,0.91,0.06
12:10:46.512 -> quat,0.3,-0.23,0.92,0.04
12:10:46.645 -> quat,0.29,-0.22,0.93,0.02
12:10:46.779 -> quat,0.27,-0.22,0.94,0.04
12:10:46.912 -> quat,0.27,-0.23,0.93,0.04
12:10:47.045 -> quat,0.27,-0.23,0.94,0.05
12:10:47.178 -> quat,0.27,-0.22,0.93,0.05
12:10:47.311 -> quat,0.28,-0.23,0.93,0.04
12:10:47.444 -> quat,0.29,-0.23,0.93,0.05
12:10:47.577 -> quat,0.3,-0.23,0.93,0.05
12:10:47.677 -> quat,0.3,-0.23,0.92,0.05
12:10:47.810 -> quat,0.31,-0.23,0.92,0.05
12:10:47.943 -> quat,0.31,-0.23,0.92,0.05
12:10:48.076 -> quat,0.32,-0.23,0.92,0.05
12:10:48.210 -> quat,0.33,-0.22,0.92,0.06
12:10:48.343 -> quat,0.33,-0.22,0.92,0.06
12:10:48.476 -> quat,0.33,-0.22,0.91,0.06
12:10:48.608 -> quat,0.33,-0.22,0.91,0.06
12:10:48.741 -> quat,0.34,-0.22,0.91,0.06
12:10:48.874 -> quat,0.34,-0.22,0.91,0.06
12:10:48.974 -> quat,0.35,-0.22,0.91,0.06
12:10:49.107 -> quat,0.37,-0.21,0.9,0.07
12:10:49.240 -> quat,0.37,-0.22,0.9,0.07
12:10:49.373 -> quat,0.4,-0.21,0.89,0.08
12:10:49.506 -> quat,0.45,-0.21,0.86,0.07
12:10:49.639 -> quat,0.49,-0.19,0.85,0.08
12:10:49.772 -> quat,0.52,-0.19,0.83,0.08
12:10:49.905 -> quat,0.57,-0.18,0.79,0.08
12:10:50.038 -> quat,0.58,-0.19,0.79,0.08
12:10:50.171 -> quat,0.6,-0.18,0.78,0.09
12:10:50.304 -> quat,0.63,-0.19,0.75,0.1
12:10:50.404 -> quat,0.67,-0.19,0.71,0.1
12:10:50.537 -> quat,0.75,-0.16,0.63,0.11
12:10:50.669 -> quat,0.8,-0.17,0.56,0.12
12:10:50.835 -> quat,0.83,-0.16,0.51,0.13
12:10:50.935 -> quat,0.86,-0.17,0.47,0.15
12:10:51.068 -> quat,0.88,-0.14,0.43,0.16
12:10:51.201 -> quat,0.89,-0.13,0.41,0.17
12:10:51.334 -> quat,0.9,-0.12,0.38,0.18
12:10:51.467 -> quat,0.91,-0.09,0.36,0.2
12:10:51.600 -> quat,0.91,-0.08,0.34,0.2
12:10:51.700 -> quat,0.92,-0.08,0.34,0.19
12:10:51.833 -> quat,0.92,-0.1,0.33,0.19
12:10:51.966 -> quat,0.92,-0.12,0.33,0.18
12:10:52.132 -> quat,0.92,-0.15,0.32,0.17
12:10:52.232 -> quat,0.92,-0.18,0.32,0.16
12:10:52.365 -> quat,0.92,-0.19,0.32,0.14
12:10:52.497 -> quat,0.92,-0.2,0.32,0.13
12:10:52.630 -> quat,0.92,-0.2,0.31,0.12
12:10:52.763 -> quat,0.92,-0.2,0.3,0.11
12:10:52.896 -> quat,0.92,-0.22,0.31,0.1
12:10:53.030 -> quat,0.92,-0.21,0.31,0.11
12:10:53.129 -> quat,0.92,-0.22,0.31,0.11
12:10:53.262 -> quat,0.92,-0.22,0.31,0.11
12:10:53.429 -> quat,0.91,-0.23,0.31,0.11
12:10:53.562 -> quat,0.91,-0.24,0.31,0.11
12:10:53.661 -> quat,0.92,-0.24,0.3,0.11
12:10:53.794 -> quat,0.91,-0.25,0.3,0.1
12:10:53.927 -> quat,0.91,-0.25,0.3,0.1
12:10:54.060 -> quat,0.91,-0.26,0.3,0.1
12:10:54.193 -> quat,0.91,-0.26,0.29,0.1
12:10:54.326 -> quat,0.91,-0.27,0.29,0.09
12:10:54.459 -> quat,0.91,-0.27,0.29,0.09
12:10:54.592 -> quat,0.91,-0.28,0.28,0.09
12:10:54.725 -> quat,0.92,-0.27,0.28,0.08
12:10:54.858 -> quat,0.92,-0.27,0.27,0.08
12:10:54.991 -> quat,0.92,-0.27,0.26,0.08
12:10:55.124 -> quat,0.93,-0.27,0.25,0.1
12:10:55.224 -> quat,0.93,-0.27,0.24,0.1
12:10:55.358 -> quat,0.93,-0.27,0.22,0.1
12:10:55.491 -> quat,0.93,-0.29,0.21,0.1
12:10:55.624 -> quat,0.93,-0.29,0.2,0.09
12:10:55.757 -> quat,0.92,-0.31,0.23,0.07
12:10:55.890 -> quat,0.9,-0.34,0.27,0.08
12:10:56.024 -> quat,0.86,-0.36,0.35,0.08
12:10:56.157 -> quat,0.83,-0.37,0.42,0.08
12:10:56.290 -> quat,0.78,-0.37,0.5,0.05
12:10:56.423 -> quat,0.73,-0.38,0.57,0.02
12:10:56.556 -> quat,0.66,-0.39,0.64,-0.02
12:10:56.689 -> quat,0.58,-0.41,0.7,-0.03
12:10:56.789 -> quat,0.49,-0.43,0.76,-0.02
12:10:56.921 -> quat,0.47,-0.41,0.79,-0.03
12:10:57.055 -> quat,0.44,-0.37,0.82,-0.05
12:10:57.188 -> quat,0.4,-0.35,0.85,-0.05
12:10:57.321 -> quat,0.37,-0.32,0.87,-0.05
12:10:57.454 -> quat,0.35,-0.29,0.89,-0.05
12:10:57.587 -> quat,0.33,-0.27,0.9,-0.04
12:10:57.720 -> quat,0.32,-0.26,0.91,-0.03
12:10:57.853 -> quat,0.32,-0.26,0.91,-0.03
12:10:57.986 -> quat,0.32,-0.24,0.91,-0.01
12:10:58.119 -> quat,0.33,-0.23,0.92,0
12:10:58.219 -> quat,0.33,-0.23,0.92,0.01
12:10:58.385 -> quat,0.34,-0.22,0.92,0.02
12:10:58.485 -> quat,0.34,-0.22,0.91,0.03
12:10:58.652 -> quat,0.35,-0.21,0.91,0.03
12:10:58.785 -> quat,0.35,-0.21,0.91,0.03
12:10:58.884 -> quat,0.35,-0.21,0.91,0.04
12:10:59.018 -> quat,0.35,-0.21,0.91,0.04
12:10:59.151 -> quat,0.36,-0.21,0.91,0.04
12:10:59.284 -> quat,0.36,-0.21,0.91,0.04
12:10:59.417 -> quat,0.36,-0.2,0.91,0.04
12:10:59.550 -> quat,0.37,-0.2,0.91,0.04
12:10:59.683 -> quat,0.38,-0.2,0.9,0.04
12:10:59.817 -> quat,0.39,-0.19,0.9,0.04
12:10:59.950 -> quat,0.39,-0.2,0.9,0.04
12:11:00.083 -> quat,0.4,-0.19,0.9,0.04
12:11:00.216 -> quat,0.42,-0.19,0.89,0.04
12:11:00.316 -> quat,0.44,-0.17,0.88,0.04
12:11:00.449 -> quat,0.47,-0.18,0.87,0.04
12:11:00.582 -> quat,0.53,-0.16,0.83,0.02
12:11:00.716 -> quat,0.6,-0.13,0.79,0.01
12:11:00.849 -> quat,0.62,-0.13,0.77,0.02
12:11:00.982 -> quat,0.63,-0.13,0.76,0.02
12:11:01.115 -> quat,0.66,-0.13,0.74,0.03
12:11:01.248 -> quat,0.69,-0.12,0.71,0.05
12:11:01.381 -> quat,0.71,-0.12,0.69,0.05
12:11:01.514 -> quat,0.73,-0.15,0.66,0.05
12:11:01.647 -> quat,0.76,-0.15,0.63,0.05
12:11:01.780 -> quat,0.78,-0.16,0.61,0.05
12:11:01.880 -> quat,0.8,-0.17,0.57,0.06
12:11:02.013 -> quat,0.82,-0.17,0.54,0.07
12:11:02.146 -> quat,0.84,-0.15,0.51,0.08
12:11:02.279 -> quat,0.86,-0.13,0.47,0.11
12:11:02.412 -> quat,0.89,-0.12,0.43,0.12
12:11:02.546 -> quat,0.9,-0.11,0.4,0.11
12:11:02.679 -> quat,0.91,-0.11,0.39,0.09
12:11:02.812 -> quat,0.92,-0.12,0.37,0.08
12:11:02.945 -> quat,0.93,-0.14,0.35,0.07
12:11:03.045 -> quat,0.93,-0.13,0.33,0.06
12:11:03.178 -> quat,0.94,-0.12,0.31,0.06
12:11:03.310 -> quat,0.94,-0.11,0.33,0.08
12:11:03.443 -> quat,0.94,-0.11,0.32,0.09
12:11:03.576 -> quat,0.93,-0.11,0.33,0.07
12:11:03.709 -> quat,0.93,-0.12,0.34,0.07
12:11:03.842 -> quat,0.93,-0.12,0.33,0.07
12:11:03.976 -> quat,0.93,-0.12,0.34,0.07
12:11:04.109 -> quat,0.93,-0.12,0.33,0.07
12:11:04.209 -> quat,0.94,-0.12,0.33,0.07
12:11:04.342 -> quat,0.94,-0.12,0.33,0.07
12:11:04.475 -> quat,0.94,-0.13,0.32,0.07
12:11:04.608 -> quat,0.94,-0.13,0.32,0.07
12:11:04.740 -> quat,0.94,-0.13,0.31,0.07
12:11:04.873 -> quat,0.94,-0.13,0.31,0.07
12:11:05.006 -> quat,0.94,-0.13,0.3,0.07
12:11:05.139 -> quat,0.94,-0.13,0.3,0.08
12:11:05.272 -> quat,0.94,-0.15,0.3,0.1
12:11:05.405 -> quat,0.94,-0.16,0.29,0.1
12:11:05.539 -> quat,0.94,-0.15,0.29,0.11
12:11:05.672 -> quat,0.94,-0.14,0.3,0.12
12:11:05.771 -> quat,0.93,-0.13,0.33,0.12
12:11:05.905 -> quat,0.92,-0.11,0.36,0.12
12:11:06.038 -> quat,0.92,-0.1,0.37,0.11
12:11:06.171 -> quat,0.92,-0.1,0.37,0.09
12:11:06.304 -> quat,0.91,-0.08,0.39,0.06
12:11:06.437 -> quat,0.91,-0.05,0.42,0.01
12:11:06.570 -> quat,0.9,-0.05,0.43,-0.05
12:11:06.703 -> quat,0.9,-0.08,0.42,-0.07
12:11:06.836 -> quat,0.9,-0.11,0.41,-0.07
12:11:06.936 -> quat,0.91,-0.14,0.38,-0.06
12:11:07.069 -> quat,0.9,-0.18,0.38,-0.05
12:11:07.202 -> quat,0.9,-0.2,0.38,-0.06
12:11:07.335 -> quat,0.89,-0.22,0.38,-0.09
12:11:07.468 -> quat,0.89,-0.25,0.37,-0.1
12:11:07.601 -> quat,0.89,-0.25,0.37,-0.12
12:11:07.734 -> quat,0.9,-0.22,0.36,-0.12
12:11:07.867 -> quat,0.91,-0.16,0.37,-0.06
12:11:08.000 -> quat,0.91,-0.15,0.38,0.02
12:11:08.133 -> quat,0.91,-0.12,0.38,0.07
12:11:08.233 -> quat,0.9,-0.08,0.38,0.17
12:11:08.366 -> quat,0.87,-0.02,0.38,0.31
12:11:08.499 -> quat,0.85,0.01,0.38,0.37
12:11:08.632 -> quat,0.85,0.01,0.38,0.38
12:11:08.765 -> quat,0.85,0.01,0.38,0.38
12:11:08.898 -> quat,0.85,0.01,0.38,0.38
12:11:09.031 -> quat,0.85,0.01,0.38,0.38
12:11:09.164 -> quat,0.85,0.01,0.38,0.38
12:11:09.297 -> quat,0.85,0.01,0.38,0.38
12:11:09.431 -> quat,0.85,0.01,0.38,0.38
12:11:09.530 -> quat,0.85,0.01,0.38,0.38
12:11:09.664 -> quat,0.85,0.01,0.38,0.38
12:11:09.797 -> quat,0.84,0.01,0.38,0.38
12:11:09.930 -> quat,0.84,0.01,0.38,0.38
12:11:10.063 -> quat,0.85,0.01,0.38,0.37
12:11:10.196 -> quat,0.86,0,0.38,0.35
12:11:10.329 -> quat,0.86,-0.01,0.38,0.33
12:11:10.462 -> quat,0.87,-0.02,0.39,0.3
12:11:10.595 -> quat,0.88,-0.03,0.39,0.28
12:11:10.728 -> quat,0.88,-0.04,0.39,0.26
12:11:10.828 -> quat,0.88,-0.04,0.39,0.26
